Wspolrzedna X 	 Wspolrzedna Y 	 Predkosc Vx 	 Predkosc Vy 	 En. Kin. 	 En. Pot. 
20.619234	15.986651	21.213203	11.681140	586.449023	313.550977
20.640447	15.998327	21.213203	11.671333	586.220014	313.779986
20.661660	16.009993	21.213203	11.661526	585.991196	314.008804
20.682873	16.021650	21.213203	11.651720	585.762572	314.237428
20.704087	16.033297	21.213203	11.641913	585.534139	314.465861
20.725300	16.044934	21.213203	11.632106	585.305899	314.694101
20.746513	16.056561	21.213203	11.622300	585.077851	314.922149
20.767726	16.068178	21.213203	11.612493	584.849996	315.150004
20.788939	16.079786	21.213203	11.602686	584.622333	315.377667
20.810153	16.091384	21.213203	11.592880	584.394862	315.605138
20.831366	16.102972	21.213203	11.583073	584.167583	315.832417
20.852579	16.114550	21.213203	11.573266	583.940497	316.059503
20.873792	16.126118	21.213203	11.563460	583.713603	316.286397
20.895005	16.137677	21.213203	11.553653	583.486902	316.513098
20.916219	16.149226	21.213203	11.543847	583.260393	316.739607
20.937432	16.160765	21.213203	11.534040	583.034076	316.965924
20.958645	16.172294	21.213203	11.524233	582.807952	317.192048
20.979858	16.183813	21.213203	11.514427	582.582020	317.417980
21.001071	16.195323	21.213203	11.504620	582.356280	317.643720
21.022285	16.206822	21.213203	11.494813	582.130732	317.869268
21.043498	16.218312	21.213203	11.485007	581.905377	318.094623
21.064711	16.229792	21.213203	11.475200	581.680215	318.319785
21.085924	16.241263	21.213203	11.465393	581.455244	318.544756
21.107137	16.252723	21.213203	11.455587	581.230466	318.769534
21.128351	16.264174	21.213203	11.445780	581.005881	318.994119
21.149564	16.275615	21.213203	11.435973	580.781487	319.218513
21.170777	16.287046	21.213203	11.426167	580.557286	319.442714
21.191990	16.298467	21.213203	11.416360	580.333278	319.666722
21.213203	16.309878	21.213203	11.406553	580.109461	319.890539
21.234417	16.321280	21.213203	11.396747	579.885837	320.114163
21.255630	16.332672	21.213203	11.386940	579.662406	320.337594
21.276843	16.344054	21.213203	11.377133	579.439166	320.560834
21.298056	16.355426	21.213203	11.367327	579.216119	320.783881
21.319269	16.366789	21.213203	11.357520	578.993265	321.006735
21.340483	16.378141	21.213203	11.347714	578.770602	321.229398
21.361696	16.389484	21.213203	11.337907	578.548133	321.451867
21.382909	16.400817	21.213203	11.328100	578.325855	321.674145
21.404122	16.412140	21.213203	11.318294	578.103770	321.896230
21.425335	16.423454	21.213203	11.308487	577.881877	322.118123
21.446549	16.434757	21.213203	11.298680	577.660176	322.339824
21.467762	16.446051	21.213203	11.288874	577.438668	322.561332
21.488975	16.457335	21.213203	11.279067	577.217352	322.782648
21.510188	16.468609	21.213203	11.269260	576.996229	323.003771
21.531401	16.479873	21.213203	11.259454	576.775297	323.224703
21.552615	16.491128	21.213203	11.249647	576.554558	323.445442
21.573828	16.502373	21.213203	11.239840	576.334012	323.665988
21.595041	16.513608	21.213203	11.230034	576.113658	323.886342
21.616254	16.524833	21.213203	11.220227	575.893496	324.106504
21.637468	16.536048	21.213203	11.210420	575.673526	324.326474
21.658681	16.547254	21.213203	11.200614	575.453749	324.546251
21.679894	16.558449	21.213203	11.190807	575.234164	324.765836
21.701107	16.569635	21.213203	11.181000	575.014772	324.985228
21.722320	16.580811	21.213203	11.171194	574.795572	325.204428
21.743534	16.591978	21.213203	11.161387	574.576564	325.423436
21.764747	16.603134	21.213203	11.151581	574.357748	325.642252
21.785960	16.614281	21.213203	11.141774	574.139125	325.860875
21.807173	16.625418	21.213203	11.131967	573.920695	326.079305
21.828386	16.636545	21.213203	11.122161	573.702456	326.297544
21.849600	16.647662	21.213203	11.112354	573.484410	326.515590
21.870813	16.658769	21.213203	11.102547	573.266556	326.733444
21.892026	16.669867	21.213203	11.092741	573.048895	326.951105
21.913239	16.680955	21.213203	11.082934	572.831426	327.168574
21.934452	16.692033	21.213203	11.073127	572.614149	327.385851
21.955666	16.703101	21.213203	11.063321	572.397065	327.602935
21.976879	16.714160	21.213203	11.053514	572.180173	327.819827
21.998092	16.725208	21.213203	11.043707	571.963473	328.036527
22.019305	16.736247	21.213203	11.033901	571.746965	328.253035
22.040518	16.747276	21.213203	11.024094	571.530650	328.469350
22.061732	16.758295	21.213203	11.014287	571.314528	328.685472
22.082945	16.769305	21.213203	11.004481	571.098597	328.901403
22.104158	16.780304	21.213203	10.994674	570.882859	329.117141
22.125371	16.791294	21.213203	10.984867	570.667314	329.332686
22.146584	16.802274	21.213203	10.975061	570.451960	329.548040
22.167798	16.813244	21.213203	10.965254	570.236799	329.763201
22.189011	16.824204	21.213203	10.955448	570.021831	329.978169
22.210224	16.835155	21.213203	10.945641	569.807054	330.192946
22.231437	16.846096	21.213203	10.935834	569.592470	330.407530
22.252650	16.857027	21.213203	10.926028	569.378079	330.621921
22.273864	16.867948	21.213203	10.916221	569.163880	330.836120
22.295077	16.878859	21.213203	10.906414	568.949873	331.050127
22.316290	16.889761	21.213203	10.896608	568.736058	331.263942
22.337503	16.900652	21.213203	10.886801	568.522436	331.477564
22.358716	16.911534	21.213203	10.876994	568.309006	331.690994
22.379930	16.922406	21.213203	10.867188	568.095768	331.904232
22.401143	16.933269	21.213203	10.857381	567.882723	332.117277
22.422356	16.944121	21.213203	10.847574	567.669870	332.330130
22.443569	16.954964	21.213203	10.837768	567.457209	332.542791
22.464782	16.965797	21.213203	10.827961	567.244741	332.755259
22.485996	16.976620	21.213203	10.818154	567.032465	332.967535
22.507209	16.987433	21.213203	10.808348	566.820382	333.179618
22.528422	16.998236	21.213203	10.798541	566.608491	333.391509
22.549635	17.009030	21.213203	10.788734	566.396792	333.603208
22.570848	17.019814	21.213203	10.778928	566.185285	333.814715
22.592062	17.030588	21.213203	10.769121	565.973971	334.026029
22.613275	17.041352	21.213203	10.759315	565.762849	334.237151
22.634488	17.052106	21.213203	10.749508	565.551920	334.448080
22.655701	17.062851	21.213203	10.739701	565.341183	334.658817
22.676914	17.073586	21.213203	10.729895	565.130638	334.869362
22.698128	17.084311	21.213203	10.720088	564.920285	335.079715
22.719341	17.095026	21.213203	10.710281	564.710125	335.289875
22.740554	17.105731	21.213203	10.700475	564.500157	335.499843
22.761767	17.116427	21.213203	10.690668	564.290382	335.709618
22.782980	17.127113	21.213203	10.680861	564.080799	335.919201
22.804194	17.137789	21.213203	10.671055	563.871408	336.128592
22.825407	17.148455	21.213203	10.661248	563.662210	336.337790
22.846620	17.159111	21.213203	10.651441	563.453204	336.546796
22.867833	17.169758	21.213203	10.641635	563.244390	336.755610
22.889047	17.180395	21.213203	10.631828	563.035768	336.964232
22.910260	17.191021	21.213203	10.622021	562.827339	337.172661
22.931473	17.201639	21.213203	10.612215	562.619103	337.380897
22.952686	17.212246	21.213203	10.602408	562.411058	337.588942
22.973899	17.222843	21.213203	10.592601	562.203206	337.796794
22.995113	17.233431	21.213203	10.582795	561.995547	338.004453
23.016326	17.244009	21.213203	10.572988	561.788079	338.211921
23.037539	17.254577	21.213203	10.563182	561.580804	338.419196
23.058752	17.265135	21.213203	10.553375	561.373721	338.626279
23.079965	17.275684	21.213203	10.543568	561.166831	338.833169
23.101179	17.286222	21.213203	10.533762	560.960133	339.039867
23.122392	17.296751	21.213203	10.523955	560.753627	339.246373
23.143605	17.307270	21.213203	10.514148	560.547314	339.452686
23.164818	17.317780	21.213203	10.504342	560.341193	339.658807
23.186031	17.328279	21.213203	10.494535	560.135265	339.864735
23.207245	17.338769	21.213203	10.484728	559.929528	340.070472
23.228458	17.349249	21.213203	10.474922	559.723984	340.276016
23.249671	17.359719	21.213203	10.465115	559.518633	340.481367
23.270884	17.370179	21.213203	10.455308	559.313473	340.686527
23.292097	17.380629	21.213203	10.445502	559.108507	340.891493
23.313311	17.391070	21.213203	10.435695	558.903732	341.096268
23.334524	17.401501	21.213203	10.425888	558.699150	341.300850
23.355737	17.411922	21.213203	10.416082	558.494760	341.505240
23.376950	17.422333	21.213203	10.406275	558.290562	341.709438
23.398163	17.432734	21.213203	10.396468	558.086557	341.913443
23.419377	17.443126	21.213203	10.386662	557.882744	342.117256
23.440590	17.453507	21.213203	10.376855	557.679124	342.320876
23.461803	17.463879	21.213203	10.367049	557.475695	342.524305
23.483016	17.474241	21.213203	10.357242	557.272459	342.727541
23.504229	17.484594	21.213203	10.347435	557.069416	342.930584
23.525443	17.494936	21.213203	10.337629	556.866565	343.133435
23.546656	17.505269	21.213203	10.327822	556.663906	343.336094
23.567869	17.515592	21.213203	10.318015	556.461439	343.538561
23.589082	17.525905	21.213203	10.308209	556.259165	343.740835
23.610295	17.536208	21.213203	10.298402	556.057083	343.942917
23.631509	17.546502	21.213203	10.288595	555.855194	344.144806
23.652722	17.556786	21.213203	10.278789	555.653497	344.346503
23.673935	17.567059	21.213203	10.268982	555.451992	344.548008
23.695148	17.577324	21.213203	10.259175	555.250680	344.749320
23.716361	17.587578	21.213203	10.249369	555.049559	344.950441
23.737575	17.597822	21.213203	10.239562	554.848632	345.151368
23.758788	17.608057	21.213203	10.229755	554.647896	345.352104
23.780001	17.618282	21.213203	10.219949	554.447353	345.552647
23.801214	17.628497	21.213203	10.210142	554.247002	345.752998
23.822427	17.638702	21.213203	10.200335	554.046844	345.953156
23.843641	17.648898	21.213203	10.190529	553.846878	346.153122
23.864854	17.659083	21.213203	10.180722	553.647104	346.352896
23.886067	17.669259	21.213203	10.170916	553.447523	346.552477
23.907280	17.679425	21.213203	10.161109	553.248134	346.751866
23.928493	17.689581	21.213203	10.151302	553.048937	346.951063
23.949707	17.699728	21.213203	10.141496	552.849933	347.150067
23.970920	17.709864	21.213203	10.131689	552.651121	347.348879
23.992133	17.719991	21.213203	10.121882	552.452501	347.547499
24.013346	17.730108	21.213203	10.112076	552.254074	347.745926
24.034559	17.740215	21.213203	10.102269	552.055839	347.944161
24.055773	17.750312	21.213203	10.092462	551.857796	348.142204
24.076986	17.760400	21.213203	10.082656	551.659946	348.340054
24.098199	17.770478	21.213203	10.072849	551.462288	348.537712
24.119412	17.780546	21.213203	10.063042	551.264822	348.735178
24.140626	17.790604	21.213203	10.053236	551.067549	348.932451
24.161839	17.800652	21.213203	10.043429	550.870468	349.129532
24.183052	17.810691	21.213203	10.033622	550.673579	349.326421
24.204265	17.820719	21.213203	10.023816	550.476883	349.523117
24.225478	17.830738	21.213203	10.014009	550.280379	349.719621
24.246692	17.840747	21.213203	10.004202	550.084067	349.915933
24.267905	17.850747	21.213203	9.994396	549.887948	350.112052
24.289118	17.860736	21.213203	9.984589	549.692021	350.307979
24.310331	17.870716	21.213203	9.974783	549.496287	350.503713
24.331544	17.880686	21.213203	9.964976	549.300744	350.699256
24.352758	17.890646	21.213203	9.955169	549.105395	350.894605
24.373971	17.900596	21.213203	9.945363	548.910237	351.089763
24.395184	17.910537	21.213203	9.935556	548.715272	351.284728
24.416397	17.920467	21.213203	9.925749	548.520499	351.479501
24.437610	17.930388	21.213203	9.915943	548.325918	351.674082
24.458824	17.940299	21.213203	9.906136	548.131530	351.868470
24.480037	17.950200	21.213203	9.896329	547.937334	352.062666
24.501250	17.960092	21.213203	9.886523	547.743331	352.256669
24.522463	17.969973	21.213203	9.876716	547.549520	352.450480
24.543676	17.979845	21.213203	9.866909	547.355901	352.644099
24.564890	17.989707	21.213203	9.857103	547.162474	352.837526
24.586103	17.999559	21.213203	9.847296	546.969240	353.030760
24.607316	18.009402	21.213203	9.837489	546.776198	353.223802
24.628529	18.019234	21.213203	9.827683	546.583349	353.416651
24.649742	18.029057	21.213203	9.817876	546.390692	353.609308
24.670956	18.038870	21.213203	9.808069	546.198227	353.801773
24.692169	18.048673	21.213203	9.798263	546.005955	353.994045
24.713382	18.058467	21.213203	9.788456	545.813874	354.186126
24.734595	18.068250	21.213203	9.778650	545.621987	354.378013
24.755808	18.078024	21.213203	9.768843	545.430291	354.569709
24.777022	18.087788	21.213203	9.759036	545.238788	354.761212
24.798235	18.097542	21.213203	9.749230	545.047478	354.952522
24.819448	18.107286	21.213203	9.739423	544.856359	355.143641
24.840661	18.117021	21.213203	9.729616	544.665433	355.334567
24.861874	18.126746	21.213203	9.719810	544.474699	355.525301
24.883088	18.136461	21.213203	9.710003	544.284158	355.715842
24.904301	18.146166	21.213203	9.700196	544.093809	355.906191
24.925514	18.155861	21.213203	9.690390	543.903652	356.096348
24.946727	18.165546	21.213203	9.680583	543.713688	356.286312
24.967940	18.175222	21.213203	9.670776	543.523916	356.476084
24.989154	18.184888	21.213203	9.660970	543.334336	356.665664
25.010367	18.194544	21.213203	9.651163	543.144949	356.855051
25.031580	18.204190	21.213203	9.641356	542.955754	357.044246
25.052793	18.213827	21.213203	9.631550	542.766751	357.233249
25.074006	18.223453	21.213203	9.621743	542.577941	357.422059
25.095220	18.233070	21.213203	9.611936	542.389323	357.610677
25.116433	18.242677	21.213203	9.602130	542.200897	357.799103
25.137646	18.252275	21.213203	9.592323	542.012664	357.987336
25.158859	18.261862	21.213203	9.582517	541.824623	358.175377
25.180072	18.271440	21.213203	9.572710	541.636775	358.363225
25.201286	18.281007	21.213203	9.562903	541.449118	358.550882
25.222499	18.290565	21.213203	9.553097	541.261654	358.738346
25.243712	18.300114	21.213203	9.543290	541.074383	358.925617
25.264925	18.309652	21.213203	9.533483	540.887304	359.112696
25.286138	18.319181	21.213203	9.523677	540.700417	359.299583
25.307352	18.328699	21.213203	9.513870	540.513722	359.486278
25.328565	18.338208	21.213203	9.504063	540.327220	359.672780
25.349778	18.347707	21.213203	9.494257	540.140910	359.859090
25.370991	18.357197	21.213203	9.484450	539.954792	360.045208
25.392205	18.366676	21.213203	9.474643	539.768867	360.231133
25.413418	18.376146	21.213203	9.464837	539.583134	360.416866
25.434631	18.385606	21.213203	9.455030	539.397594	360.602406
25.455844	18.395056	21.213203	9.445223	539.212246	360.787754
25.477057	18.404496	21.213203	9.435417	539.027090	360.972910
25.498271	18.413927	21.213203	9.425610	538.842126	361.157874
25.519484	18.423348	21.213203	9.415803	538.657355	361.342645
25.540697	18.432759	21.213203	9.405997	538.472776	361.527224
25.561910	18.442160	21.213203	9.396190	538.288390	361.711610
25.583123	18.451551	21.213203	9.386384	538.104196	361.895804
25.604337	18.460932	21.213203	9.376577	537.920194	362.079806
25.625550	18.470304	21.213203	9.366770	537.736385	362.263615
25.646763	18.479666	21.213203	9.356964	537.552768	362.447232
25.667976	18.489018	21.213203	9.347157	537.369343	362.630657
25.689189	18.498360	21.213203	9.337350	537.186110	362.813890
25.710403	18.507693	21.213203	9.327544	537.003070	362.996930
25.731616	18.517015	21.213203	9.317737	536.820223	363.179777
25.752829	18.526328	21.213203	9.307930	536.637567	363.362433
25.774042	18.535631	21.213203	9.298124	536.455104	363.544896
25.795255	18.544924	21.213203	9.288317	536.272833	363.727167
25.816469	18.554208	21.213203	9.278510	536.090755	363.909245
25.837682	18.563481	21.213203	9.268704	535.908869	364.091131
25.858895	18.572745	21.213203	9.258897	535.727175	364.272825
25.880108	18.581999	21.213203	9.249090	535.545674	364.454326
25.901321	18.591243	21.213203	9.239284	535.364365	364.635635
25.922535	18.600478	21.213203	9.229477	535.183248	364.816752
25.943748	18.609702	21.213203	9.219670	535.002324	364.997676
25.964961	18.618917	21.213203	9.209864	534.821592	365.178408
25.986174	18.628122	21.213203	9.200057	534.641052	365.358948
26.007387	18.637317	21.213203	9.190251	534.460705	365.539295
26.028601	18.646503	21.213203	9.180444	534.280550	365.719450
26.049814	18.655678	21.213203	9.170637	534.100587	365.899413
26.071027	18.664844	21.213203	9.160831	533.920817	366.079183
26.092240	18.674000	21.213203	9.151024	533.741239	366.258761
26.113453	18.683146	21.213203	9.141217	533.561853	366.438147
26.134667	18.692282	21.213203	9.131411	533.382660	366.617340
26.155880	18.701409	21.213203	9.121604	533.203659	366.796341
26.177093	18.710525	21.213203	9.111797	533.024851	366.975149
26.198306	18.719632	21.213203	9.101991	532.846234	367.153766
26.219519	18.728729	21.213203	9.092184	532.667811	367.332189
26.240733	18.737817	21.213203	9.082377	532.489579	367.510421
26.261946	18.746894	21.213203	9.072571	532.311540	367.688460
26.283159	18.755962	21.213203	9.062764	532.133693	367.866307
26.304372	18.765020	21.213203	9.052957	531.956038	368.043962
26.325585	18.774068	21.213203	9.043151	531.778576	368.221424
26.346799	18.783106	21.213203	9.033344	531.601306	368.398694
26.368012	18.792134	21.213203	9.023537	531.424229	368.575771
26.389225	18.801153	21.213203	9.013731	531.247344	368.752656
26.410438	18.810162	21.213203	9.003924	531.070651	368.929349
26.431651	18.819161	21.213203	8.994118	530.894150	369.105850
26.452865	18.828150	21.213203	8.984311	530.717842	369.282158
26.474078	18.837130	21.213203	8.974504	530.541726	369.458274
26.495291	18.846099	21.213203	8.964698	530.365803	369.634197
26.516504	18.855059	21.213203	8.954891	530.190072	369.809928
26.537717	18.864009	21.213203	8.945084	530.014533	369.985467
26.558931	18.872949	21.213203	8.935278	529.839186	370.160814
26.580144	18.881880	21.213203	8.925471	529.664032	370.335968
26.601357	18.890800	21.213203	8.915664	529.489071	370.510929
26.622570	18.899711	21.213203	8.905858	529.314301	370.685699
26.643784	18.908612	21.213203	8.896051	529.139724	370.860276
26.664997	18.917503	21.213203	8.886244	528.965339	371.034661
26.686210	18.926384	21.213203	8.876438	528.791147	371.208853
26.707423	18.935256	21.213203	8.866631	528.617147	371.382853
26.728636	18.944118	21.213203	8.856824	528.443339	371.556661
26.749850	18.952969	21.213203	8.847018	528.269724	371.730276
26.771063	18.961812	21.213203	8.837211	528.096301	371.903699
26.792276	18.970644	21.213203	8.827404	527.923070	372.076930
26.813489	18.979466	21.213203	8.817598	527.750032	372.249968
26.834702	18.988279	21.213203	8.807791	527.577186	372.422814
26.855916	18.997082	21.213203	8.797985	527.404532	372.595468
26.877129	19.005875	21.213203	8.788178	527.232071	372.767929
26.898342	19.014658	21.213203	8.778371	527.059802	372.940198
26.919555	19.023432	21.213203	8.768565	526.887725	373.112275
26.940768	19.032195	21.213203	8.758758	526.715841	373.284159
26.961982	19.040949	21.213203	8.748951	526.544149	373.455851
26.983195	19.049693	21.213203	8.739145	526.372649	373.627351
27.004408	19.058428	21.213203	8.729338	526.201342	373.798658
27.025621	19.067152	21.213203	8.719531	526.030227	373.969773
27.046834	19.075867	21.213203	8.709725	525.859304	374.140696
27.068048	19.084571	21.213203	8.699918	525.688574	374.311426
27.089261	19.093267	21.213203	8.690111	525.518036	374.481964
27.110474	19.101952	21.213203	8.680305	525.347690	374.652310
27.131687	19.110627	21.213203	8.670498	525.177537	374.822463
27.152900	19.119293	21.213203	8.660691	525.007576	374.992424
27.174114	19.127949	21.213203	8.650885	524.837808	375.162192
27.195327	19.136594	21.213203	8.641078	524.668231	375.331769
27.216540	19.145231	21.213203	8.631271	524.498847	375.501153
27.237753	19.153857	21.213203	8.621465	524.329656	375.670344
27.258966	19.162474	21.213203	8.611658	524.160657	375.839343
27.280180	19.171080	21.213203	8.601852	523.991850	376.008150
27.301393	19.179677	21.213203	8.592045	523.823235	376.176765
27.322606	19.188264	21.213203	8.582238	523.654813	376.345187
27.343819	19.196842	21.213203	8.572432	523.486583	376.513417
27.365032	19.205409	21.213203	8.562625	523.318546	376.681454
27.386246	19.213967	21.213203	8.552818	523.150701	376.849299
27.407459	19.222515	21.213203	8.543012	522.983048	377.016952
27.428672	19.231053	21.213203	8.533205	522.815587	377.184413
27.449885	19.239581	21.213203	8.523398	522.648319	377.351681
27.471098	19.248100	21.213203	8.513592	522.481243	377.518757
27.492312	19.256609	21.213203	8.503785	522.314360	377.685640
27.513525	19.265107	21.213203	8.493978	522.147669	377.852331
27.534738	19.273596	21.213203	8.484172	521.981170	378.018830
27.555951	19.282076	21.213203	8.474365	521.814864	378.185136
27.577164	19.290545	21.213203	8.464558	521.648750	378.351250
27.598378	19.299005	21.213203	8.454752	521.482828	378.517172
27.619591	19.307455	21.213203	8.444945	521.317098	378.682902
27.640804	19.315895	21.213203	8.435138	521.151561	378.848439
27.662017	19.324325	21.213203	8.425332	520.986217	379.013783
27.683230	19.332745	21.213203	8.415525	520.821064	379.178936
27.704444	19.341156	21.213203	8.405719	520.656104	379.343896
27.725657	19.349557	21.213203	8.395912	520.491336	379.508664
27.746870	19.357948	21.213203	8.386105	520.326761	379.673239
27.768083	19.366329	21.213203	8.376299	520.162378	379.837622
27.789297	19.374700	21.213203	8.366492	519.998187	380.001813
27.810510	19.383062	21.213203	8.356685	519.834189	380.165811
27.831723	19.391414	21.213203	8.346879	519.670383	380.329617
27.852936	19.399756	21.213203	8.337072	519.506769	380.493231
27.874149	19.408088	21.213203	8.327265	519.343348	380.656652
27.895363	19.416410	21.213203	8.317459	519.180119	380.819881
27.916576	19.424723	21.213203	8.307652	519.017082	380.982918
27.937789	19.433026	21.213203	8.297845	518.854238	381.145762
27.959002	19.441319	21.213203	8.288039	518.691586	381.308414
27.980215	19.449602	21.213203	8.278232	518.529126	381.470874
28.001429	19.457875	21.213203	8.268425	518.366859	381.633141
28.022642	19.466139	21.213203	8.258619	518.204784	381.795216
28.043855	19.474392	21.213203	8.248812	518.042902	381.957098
28.065068	19.482636	21.213203	8.239005	517.881211	382.118789
28.086281	19.490870	21.213203	8.229199	517.719713	382.280287
28.107495	19.499095	21.213203	8.219392	517.558408	382.441592
28.128708	19.507309	21.213203	8.209586	517.397295	382.602705
28.149921	19.515514	21.213203	8.199779	517.236374	382.763626
28.171134	19.523709	21.213203	8.189972	517.075645	382.924355
28.192347	19.531894	21.213203	8.180166	516.915109	383.084891
28.213561	19.540069	21.213203	8.170359	516.754765	383.245235
28.234774	19.548234	21.213203	8.160552	516.594614	383.405386
28.255987	19.556390	21.213203	8.150746	516.434654	383.565346
28.277200	19.564536	21.213203	8.140939	516.274888	383.725112
28.298413	19.572672	21.213203	8.131132	516.115313	383.884687
28.319627	19.580798	21.213203	8.121326	515.955931	384.044069
28.340840	19.588915	21.213203	8.111519	515.796741	384.203259
28.362053	19.597021	21.213203	8.101712	515.637744	384.362256
28.383266	19.605118	21.213203	8.091906	515.478938	384.521062
28.404479	19.613205	21.213203	8.082099	515.320326	384.679674
28.425693	19.621282	21.213203	8.072292	515.161905	384.838095
28.446906	19.629350	21.213203	8.062486	515.003677	384.996323
28.468119	19.637407	21.213203	8.052679	514.845641	385.154359
28.489332	19.645455	21.213203	8.042872	514.687798	385.312202
28.510545	19.653493	21.213203	8.033066	514.530147	385.469853
28.531759	19.661521	21.213203	8.023259	514.372688	385.627312
28.552972	19.669539	21.213203	8.013453	514.215422	385.784578
28.574185	19.677548	21.213203	8.003646	514.058347	385.941653
28.595398	19.685547	21.213203	7.993839	513.901466	386.098534
28.616611	19.693536	21.213203	7.984033	513.744776	386.255224
28.637825	19.701515	21.213203	7.974226	513.588279	386.411721
28.659038	19.709484	21.213203	7.964419	513.431975	386.568025
28.680251	19.717444	21.213203	7.954613	513.275862	386.724138
28.701464	19.725393	21.213203	7.944806	513.119942	386.880058
28.722677	19.733333	21.213203	7.934999	512.964214	387.035786
28.743891	19.741263	21.213203	7.925193	512.808679	387.191321
28.765104	19.749184	21.213203	7.915386	512.653336	387.346664
28.786317	19.757094	21.213203	7.905579	512.498185	387.501815
28.807530	19.764995	21.213203	7.895773	512.343227	387.656773
28.828743	19.772886	21.213203	7.885966	512.188461	387.811539
28.849957	19.780767	21.213203	7.876159	512.033887	387.966113
28.871170	19.788638	21.213203	7.866353	511.879506	388.120494
28.892383	19.796499	21.213203	7.856546	511.725317	388.274683
28.913596	19.804351	21.213203	7.846739	511.571321	388.428679
28.934809	19.812193	21.213203	7.836933	511.417516	388.582484
28.956023	19.820025	21.213203	7.827126	511.263904	388.736096
28.977236	19.827847	21.213203	7.817320	511.110485	388.889515
28.998449	19.835660	21.213203	7.807513	510.957257	389.042743
29.019662	19.843462	21.213203	7.797706	510.804223	389.195777
29.040876	19.851255	21.213203	7.787900	510.651380	389.348620
29.062089	19.859038	21.213203	7.778093	510.498730	389.501270
29.083302	19.866811	21.213203	7.768286	510.346272	389.653728
29.104515	19.874575	21.213203	7.758480	510.194006	389.805994
29.125728	19.882328	21.213203	7.748673	510.041933	389.958067
29.146942	19.890072	21.213203	7.738866	509.890052	390.109948
29.168155	19.897806	21.213203	7.729060	509.738364	390.261636
29.189368	19.905530	21.213203	7.719253	509.586867	390.413133
29.210581	19.913244	21.213203	7.709446	509.435564	390.564436
29.231794	19.920949	21.213203	7.699640	509.284452	390.715548
29.253008	19.928644	21.213203	7.689833	509.133533	390.866467
29.274221	19.936329	21.213203	7.680026	508.982806	391.017194
29.295434	19.944004	21.213203	7.670220	508.832272	391.167728
29.316647	19.951669	21.213203	7.660413	508.681929	391.318071
29.337860	19.959325	21.213203	7.650606	508.531780	391.468220
29.359074	19.966970	21.213203	7.640800	508.381822	391.618178
29.380287	19.974606	21.213203	7.630993	508.232057	391.767943
29.401500	19.982232	21.213203	7.621187	508.082484	391.917516
29.422713	19.989849	21.213203	7.611380	507.933104	392.066896
29.443926	19.997455	21.213203	7.601573	507.783916	392.216084
29.465140	20.005052	21.213203	7.591767	507.634920	392.365080
29.486353	20.012639	21.213203	7.581960	507.486116	392.513884
29.507566	20.020216	21.213203	7.572153	507.337505	392.662495
29.528779	20.027783	21.213203	7.562347	507.189087	392.810913
29.549992	20.035340	21.213203	7.552540	507.040860	392.959140
29.571206	20.042888	21.213203	7.542733	506.892826	393.107174
29.592419	20.050426	21.213203	7.532927	506.744984	393.255016
29.613632	20.057954	21.213203	7.523120	506.597335	393.402665
29.634845	20.065472	21.213203	7.513313	506.449878	393.550122
29.656058	20.072980	21.213203	7.503507	506.302613	393.697387
29.677272	20.080479	21.213203	7.493700	506.155541	393.844459
29.698485	20.087968	21.213203	7.483893	506.008661	393.991339
29.719698	20.095447	21.213203	7.474087	505.861973	394.138027
29.740911	20.102916	21.213203	7.464280	505.715478	394.284522
29.762124	20.110375	21.213203	7.454473	505.569175	394.430825
29.783338	20.117825	21.213203	7.444667	505.423064	394.576936
29.804551	20.125265	21.213203	7.434860	505.277146	394.722854
29.825764	20.132695	21.213203	7.425054	505.131420	394.868580
29.846977	20.140115	21.213203	7.415247	504.985886	395.014114
29.868190	20.147525	21.213203	7.405440	504.840545	395.159455
29.889404	20.154926	21.213203	7.395634	504.695396	395.304604
29.910617	20.162316	21.213203	7.385827	504.550440	395.449560
29.931830	20.169697	21.213203	7.376020	504.405675	395.594325
29.953043	20.177068	21.213203	7.366214	504.261103	395.738897
29.974256	20.184430	21.213203	7.356407	504.116724	395.883276
29.995470	20.191781	21.213203	7.346600	503.972536	396.027464
30.016683	20.199123	21.213203	7.336794	503.828542	396.171458
30.037896	20.206455	21.213203	7.326987	503.684739	396.315261
30.059109	20.213777	21.213203	7.317180	503.541129	396.458871
30.080322	20.221089	21.213203	7.307374	503.397711	396.602289
30.101536	20.228392	21.213203	7.297567	503.254485	396.745515
30.122749	20.235684	21.213203	7.287760	503.111452	396.888548
30.143962	20.242967	21.213203	7.277954	502.968611	397.031389
30.165175	20.250240	21.213203	7.268147	502.825963	397.174037
30.186388	20.257503	21.213203	7.258340	502.683507	397.316493
30.207602	20.264757	21.213203	7.248534	502.541243	397.458757
30.228815	20.272001	21.213203	7.238727	502.399171	397.600829
30.250028	20.279234	21.213203	7.228921	502.257292	397.742708
30.271241	20.286458	21.213203	7.219114	502.115605	397.884395
30.292455	20.293673	21.213203	7.209307	501.974111	398.025889
30.313668	20.300877	21.213203	7.199501	501.832809	398.167191
30.334881	20.308072	21.213203	7.189694	501.691699	398.308301
30.356094	20.315256	21.213203	7.179887	501.550781	398.449219
30.377307	20.322431	21.213203	7.170081	501.410056	398.589944
30.398521	20.329597	21.213203	7.160274	501.269524	398.730476
30.419734	20.336752	21.213203	7.150467	501.129183	398.870817
30.440947	20.343898	21.213203	7.140661	500.989035	399.010965
